customer_id,quarter,tenure_in_months,phone_service,internet_service,internet_type,contract,payment_method,monthly_charge,total_charges
5616-PRTNT,Q3,20,Yes,No,No Internet,Month-to-Month,Bank Withdrawal,19.4,374.5
6688-UZPWD,Q3,11,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,102.0,1145.35
2839-RFSQE,Q3,2,Yes,No,No Internet,Month-to-Month,Mailed Check,20.65,38.7
0968-GSIKN,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Mailed Check,70.8,70.8
1965-DDBWU,Q3,16,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,89.05,1448.6
9057-SIHCH,Q3,3,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,96.6,291.9
6771-XWBDM,Q3,57,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,104.5,5921.35
8601-QACRS,Q3,5,Yes,Yes,Cable,Month-to-Month,Mailed Check,50.6,249.95
2391-SOORI,Q3,4,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,49.35,219.65
2645-QTLMB,Q3,7,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,94.25,669.0
4806-HIPDW,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,68.95,68.95
8443-ZRDBZ,Q3,4,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,76.05,318.9
9136-ALYBR,Q3,1,No,Yes,Cable,Month-to-Month,Mailed Check,24.45,24.45
7479-NITWS,Q3,7,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,89.35,631.85
2959-MJHIC,Q3,4,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,80.35,307.4
5960-WPXQM,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,79.05,79.05
0684-AOSIH,Q3,1,Yes,Yes,Cable,Month-to-Month,Bank Withdrawal,95.0,95.0
8260-NGFNY,Q3,1,No,Yes,DSL,Month-to-Month,Mailed Check,25.2,25.2
1725-IQNIY,Q3,54,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,109.75,6110.2
6598-RFFVI,Q3,2,Yes,No,No Internet,One Year,Credit Card,19.3,28.3
8614-VGMMV,Q3,15,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,49.1,679.55
2930-UOTMB,Q3,31,Yes,Yes,Cable,Month-to-Month,Credit Card,65.25,1994.3
2533-QVMSK,Q3,61,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,94.1,5638.3
8625-AZYZY,Q3,24,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,104.65,2542.45
9306-CPCBC,Q3,3,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,74.25,210.3
2656-TABEH,Q3,4,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,100.2,420.2
2325-ZUSFD,Q3,57,Yes,Yes,DSL,One Year,Bank Withdrawal,70.1,3913.3
3932-CMDTD,Q3,4,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,105.65,443.9
3594-UVONA,Q3,35,Yes,Yes,Cable,One Year,Credit Card,85.95,3110.1
0004-TLHLJ,Q3,4,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,73.9,280.85
5089-IFSDP,Q3,58,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,109.45,6144.55
4817-VYYWS,Q3,30,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,100.2,2983.8
1396-QWFBJ,Q3,21,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,74.05,1565.7
5299-SJCZT,Q3,3,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,101.55,298.35
2898-LSJGD,Q3,21,No,Yes,Cable,One Year,Bank Withdrawal,55.95,1157.05
7359-PTSXY,Q3,1,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,45.75,45.75
4503-BDXBD,Q3,11,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,74.95,815.5
6086-ESGRL,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,80.15,80.15
3886-CERTZ,Q3,72,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,109.25,8109.8
5759-RCVCB,Q3,3,No,Yes,DSL,Month-to-Month,Credit Card,35.2,108.95
6372-RFVNS,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,78.8,78.8
8938-UMKPI,Q3,47,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,106.4,5127.95
0991-BRRFB,Q3,18,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,49.4,874.8
6319-IEJWJ,Q3,20,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,90.2,1776.55
9025-AOMKI,Q3,6,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,93.55,536.4
5275-SQEIZ,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,80.85,80.85
7716-YTYHG,Q3,48,Yes,Yes,Fiber Optic,One Year,Mailed Check,82.05,4029.95
4390-KYULV,Q3,3,Yes,No,No Internet,Month-to-Month,Credit Card,20.55,51.15
8945-GRKHX,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,78.65,78.65
6959-UWKHF,Q3,1,Yes,Yes,Cable,Month-to-Month,Bank Withdrawal,42.9,42.9
3815-SLMEF,Q3,3,No,Yes,Cable,Month-to-Month,Mailed Check,34.25,139.35
5154-VEKBL,Q3,9,No,Yes,Cable,Month-to-Month,Mailed Check,58.5,539.85
4587-VVTOX,Q3,6,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,105.3,545.2
4652-NNHNY,Q3,16,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,73.85,1284.2
8515-OCTJS,Q3,25,Yes,No,No Internet,Two Year,Credit Card,24.75,692.1
5261-QSHQM,Q3,4,No,Yes,DSL,Month-to-Month,Bank Withdrawal,24.45,86.6
8868-WOZGU,Q3,28,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,105.7,2979.5
1334-FJSVR,Q3,1,No,Yes,DSL,Month-to-Month,Bank Withdrawal,24.25,24.25
7625-XCQRH,Q3,11,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,76.5,837.95
1731-TVIUK,Q3,4,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,93.5,362.2
0618-XWMSS,Q3,28,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,74.9,2068.55
2565-JSLRY,Q3,1,Yes,No,No Internet,Month-to-Month,Mailed Check,24.05,24.05
6689-KXGBO,Q3,1,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,50.55,50.55
6615-NGGZJ,Q3,14,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,100.55,1415.55
4255-DDUOU,Q3,1,Yes,No,No Internet,Month-to-Month,Mailed Check,20.5,20.5
2984-MIIZL,Q3,4,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,74.8,321.9
5590-YRFJT,Q3,20,No,Yes,DSL,Month-to-Month,Bank Withdrawal,24.45,482.8
3677-TNKIO,Q3,14,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,71.0,914.0
3329-WDIOK,Q3,3,No,Yes,Cable,Month-to-Month,Bank Withdrawal,50.6,155.35
2873-ZLIWT,Q3,40,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,84.85,3303.05
3415-TAILE,Q3,2,Yes,Yes,DSL,Month-to-Month,Credit Card,65.7,134.35
1915-IOFGU,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,70.5,70.5
3045-XETSH,Q3,10,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,94.85,953.45
7239-HZZCX,Q3,1,Yes,No,No Internet,Month-to-Month,Credit Card,19.75,19.75
7683-CBDKJ,Q3,14,Yes,Yes,Cable,Month-to-Month,Bank Withdrawal,65.45,937.6
0628-CNQRM,Q3,22,Yes,Yes,Cable,One Year,Bank Withdrawal,67.5,1544.05
7665-TOALD,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,69.6,69.6
0112-QWPNC,Q3,49,Yes,Yes,Cable,One Year,Bank Withdrawal,84.35,4059.35
2777-PHDEI,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,78.05,78.05
1196-AMORA,Q3,7,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,73.6,520.0
4282-YMKNA,Q3,9,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,74.75,706.6
5356-RHIPP,Q3,1,Yes,No,No Internet,Month-to-Month,Credit Card,20.2,20.2
0746-JTRFU,Q3,2,No,Yes,Cable,Month-to-Month,Bank Withdrawal,25.05,56.35
4628-CTTLA,Q3,57,No,Yes,DSL,Month-to-Month,Bank Withdrawal,39.3,2111.45
2876-VBBBL,Q3,1,Yes,No,No Internet,Month-to-Month,Credit Card,20.25,20.25
6834-NXDCA,Q3,13,No,Yes,DSL,Month-to-Month,Bank Withdrawal,23.9,300.8
5597-GLBUC,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,85.45,85.45
2748-MYRVK,Q3,63,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,99.9,6137.0
4822-YCXMX,Q3,25,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,84.8,2043.45
9821-POOTN,Q3,35,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,75.2,2576.2
6559-ILWKJ,Q3,71,No,Yes,Cable,Two Year,Bank Withdrawal,49.35,3515.25
4229-CZMLL,Q3,6,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,74.9,469.8
3663-MITLP,Q3,15,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,101.25,1457.25
9025-ZRPVR,Q3,9,Yes,No,No Internet,Month-to-Month,Credit Card,18.95,185.6
3285-UCQVC,Q3,37,No,Yes,DSL,Month-to-Month,Credit Card,28.6,973.55
3737-GCSPV,Q3,11,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,96.2,1222.05
4088-YLDSU,Q3,55,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,104.15,5743.05
5797-APWZC,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,90.6,90.6
3683-QKIUE,Q3,6,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,50.8,288.05
4228-ZGYUW,Q3,4,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,90.05,368.1
3519-ZKXGG,Q3,3,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,75.85,256.6
6416-TVAIH,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,68.5,68.5
5108-ADXWO,Q3,11,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,73.5,791.75
3066-RRJIO,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,69.95,69.95
6715-OFDBP,Q3,5,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,70.05,346.4
1567-DSCIC,Q3,8,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,94.0,773.65
2150-UWTFY,Q3,22,Yes,Yes,DSL,Month-to-Month,Credit Card,61.15,1422.05
2683-BPJSO,Q3,29,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,84.45,2467.1
2157-MXBJS,Q3,13,Yes,Yes,Cable,One Year,Credit Card,75.3,989.45
1087-UDSIH,Q3,3,Yes,No,No Internet,Month-to-Month,Credit Card,19.6,59.75
5445-PZWGX,Q3,62,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,102.0,6529.25
9170-CCKOU,Q3,17,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,90.2,1454.15
1043-YCUTE,Q3,56,Yes,No,No Internet,Two Year,Credit Card,25.15,1327.15
3814-MLAXC,Q3,31,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,79.85,2404.15
1226-UDFZR,Q3,2,Yes,Yes,Cable,Month-to-Month,Credit Card,49.6,114.7
5442-UTCVD,Q3,3,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,91.85,257.05
7734-DBOAI,Q3,1,No,Yes,DSL,Month-to-Month,Bank Withdrawal,40.1,40.1
2114-MGINA,Q3,14,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,89.8,1129.1
4489-SNOJF,Q3,35,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,72.25,2568.55
2187-LZGPL,Q3,7,No,Yes,DSL,Month-to-Month,Credit Card,40.1,293.3
9019-QVLZD,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,79.55,79.55
3707-LRWZD,Q3,32,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,84.05,2781.85
1455-ESIQH,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,89.1,89.1
2979-SXESE,Q3,17,Yes,Yes,Cable,Month-to-Month,Bank Withdrawal,94.4,1607.2
4013-TLDHQ,Q3,19,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,78.25,1490.95
6121-VZNQB,Q3,1,Yes,No,No Internet,Month-to-Month,Credit Card,19.1,19.1
6996-KNSML,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,74.9,74.9
2592-SEIFQ,Q3,3,No,Yes,DSL,Month-to-Month,Bank Withdrawal,24.75,66.95
8642-GVWRF,Q3,2,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,79.7,165.0
3400-ESFUW,Q3,55,Yes,Yes,DSL,Two Year,Bank Withdrawal,57.55,3046.4
2057-ZBLPD,Q3,21,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,86.5,1808.7
5502-RLUYV,Q3,69,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,103.95,7446.9
9039-RBEEE,Q3,39,No,Yes,Cable,Month-to-Month,Credit Card,48.95,1880.85
8417-FMLZI,Q3,6,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,83.55,477.55
0515-YPMCW,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,70.45,70.45
0378-XSZPU,Q3,58,Yes,Yes,Cable,One Year,Credit Card,60.3,3563.8
4729-XKASR,Q3,1,No,Yes,DSL,Month-to-Month,Bank Withdrawal,24.75,24.75
5449-FIBXJ,Q3,19,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,103.3,2012.7
9837-BMCLM,Q3,3,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,78.5,242.05
0137-UDEUO,Q3,3,Yes,No,No Internet,Month-to-Month,Credit Card,19.85,63.75
4925-LMHOK,Q3,15,Yes,Yes,DSL,Month-to-Month,Credit Card,58.6,939.7
1455-UGQVH,Q3,10,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,98.5,1037.75
8280-MQRQN,Q3,1,Yes,Yes,Cable,Month-to-Month,Mailed Check,50.45,50.45
2037-SGXHH,Q3,38,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,94.65,3624.3
3178-FESZO,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,100.25,100.25
6087-MVHJH,Q3,16,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,88.45,1422.1
4603-JANFB,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,69.85,69.85
3018-TFTSU,Q3,12,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,81.7,858.6
4806-KEXQR,Q3,4,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,79.9,324.3
7083-YNSKY,Q3,15,Yes,No,No Internet,Month-to-Month,Credit Card,25.4,399.6
7434-SHXLS,Q3,1,Yes,No,No Internet,Month-to-Month,Mailed Check,20.9,20.9
7908-QCBCA,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Mailed Check,69.4,69.4
6711-FLDFB,Q3,7,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,74.9,541.15
4702-IOQDC,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,70.1,70.1
6178-KFNHS,Q3,12,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,78.3,909.25
1264-BYWMS,Q3,55,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,96.8,5283.95
9658-WYUFB,Q3,17,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,94.4,1617.5
2013-SGDXK,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,84.3,84.3
3506-LCJDC,Q3,1,Yes,No,No Internet,Month-to-Month,Bank Withdrawal,19.95,19.95
3934-HXCFZ,Q3,23,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,99.25,2186.4
7666-WKRON,Q3,39,Yes,Yes,Fiber Optic,Two Year,Bank Withdrawal,80.45,3201.55
4910-AQFFX,Q3,9,Yes,Yes,Cable,Month-to-Month,Bank Withdrawal,79.35,661.25
2154-KVJFF,Q3,15,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,79.75,1111.85
9647-ERGBE,Q3,30,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,100.05,3046.15
3428-XZMAZ,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,69.35,69.35
0378-TOVMS,Q3,3,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,85.8,272.2
4355-HBJHH,Q3,67,Yes,Yes,DSL,Two Year,Bank Withdrawal,79.7,5293.4
0318-QUUOB,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,80.55,80.55
5520-FVEWJ,Q3,12,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,84.5,916.9
5572-ZDXHY,Q3,22,Yes,Yes,Fiber Optic,Month-to-Month,Mailed Check,84.3,1855.65
3750-CKVKH,Q3,2,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,67.75,116.65
4547-KQRTM,Q3,10,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,80.05,830.7
4877-EVATK,Q3,1,Yes,No,No Internet,Month-to-Month,Mailed Check,20.0,20.0
7639-SUPCW,Q3,22,Yes,Yes,DSL,Month-to-Month,Credit Card,48.8,1054.6
4658-HCOHW,Q3,21,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,102.8,2110.15
3440-JPSCL,Q3,6,Yes,Yes,Fiber Optic,Month-to-Month,Mailed Check,99.95,547.65
2889-FPWRM,Q3,72,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,117.8,8684.8
4290-BSXUX,Q3,3,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,79.65,251.75
0325-XBFAC,Q3,8,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,94.7,740.3
2462-XIIJB,Q3,5,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,92.5,452.7
4760-XOHVN,Q3,1,Yes,No,No Internet,Month-to-Month,Mailed Check,19.45,19.45
7817-BOQPW,Q3,2,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,75.55,166.3
1853-UDXBW,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,70.0,70.0
5458-CQJTA,Q3,65,Yes,Yes,DSL,Two Year,Bank Withdrawal,74.8,4820.15
5219-YIPTK,Q3,33,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,104.4,3409.6
3540-RZJYU,Q3,15,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,86.2,1270.2
2091-MJTFX,Q3,30,No,Yes,DSL,Month-to-Month,Credit Card,51.2,1561.5
0883-EIBTI,Q3,2,Yes,No,No Internet,Month-to-Month,Mailed Check,19.5,31.55
7571-YXDAD,Q3,2,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,74.9,147.15
3393-FMZPV,Q3,25,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,100.25,2387.75
7486-KSRVI,Q3,43,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,100.0,4211.55
8443-WVPSS,Q3,10,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,99.85,990.9
3006-XIMLN,Q3,2,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,94.2,193.8
6305-YLBMM,Q3,69,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,104.05,7262.0
3647-GMGDH,Q3,22,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,94.7,1914.9
6595-COKXZ,Q3,1,Yes,Yes,Cable,Month-to-Month,Mailed Check,44.45,44.45
0362-ZBZWJ,Q3,36,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,84.9,3067.2
4211-MMAZN,Q3,1,Yes,No,No Internet,Month-to-Month,Mailed Check,20.25,20.25
4274-OWWYO,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,74.35,74.35
1541-ETJZO,Q3,1,Yes,Yes,DSL,Month-to-Month,Mailed Check,62.05,62.05
4106-HADHQ,Q3,39,Yes,Yes,DSL,One Year,Credit Card,80.0,3182.95
2369-UAPKZ,Q3,5,Yes,Yes,Fiber Optic,Month-to-Month,Mailed Check,104.1,541.9
0637-KVDLV,Q3,2,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,76.5,162.45
6633-MPWBS,Q3,5,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,49.2,216.9
8785-EPNCG,Q3,11,Yes,No,No Internet,Month-to-Month,Credit Card,23.15,245.2
5729-KLZAR,Q3,4,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,80.85,302.75
1582-RAFML,Q3,1,Yes,Yes,Cable,Month-to-Month,Mailed Check,60.1,60.1
8740-CRYFY,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,78.95,78.95
2962-XPMCQ,Q3,2,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,45.15,98.5
1678-FYZOW,Q3,3,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,79.4,244.65
8627-EHGIP,Q3,44,No,Yes,Cable,One Year,Credit Card,53.95,2375.4
5480-TBGPH,Q3,24,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,99.3,2431.35
8854-CCVSQ,Q3,18,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,80.65,1451.9
0511-JTEOY,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Mailed Check,71.1,71.1
6532-YLWSI,Q3,53,Yes,No,No Internet,One Year,Bank Withdrawal,20.8,1021.8
5175-AOBHI,Q3,4,Yes,Yes,Cable,Month-to-Month,Mailed Check,46.0,193.6
5174-RNGBH,Q3,9,Yes,Yes,Cable,Month-to-Month,Mailed Check,66.25,620.55
7270-BDIOA,Q3,22,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,90.0,1993.8
9565-JSNFM,Q3,38,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,70.45,2597.6
0607-DAAHE,Q3,53,Yes,No,No Internet,Two Year,Bank Withdrawal,19.75,1052.35
9732-KPKBW,Q3,1,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,53.95,53.95
9560-ARGQJ,Q3,16,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,81.0,1312.15
5134-IKDAY,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,69.8,69.8
5380-AFSSK,Q3,5,Yes,Yes,Fiber Optic,Month-to-Month,Mailed Check,93.9,486.85
8714-EUHJO,Q3,31,Yes,Yes,Cable,Month-to-Month,Bank Withdrawal,91.15,2995.45
3721-CNEYS,Q3,2,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,70.95,137.95
2568-OIADY,Q3,37,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,99.5,3762.0
1193-RTSLK,Q3,38,Yes,Yes,Fiber Optic,Month-to-Month,Credit Card,83.9,3233.6
5923-GXUOC,Q3,10,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,104.4,1081.45
4432-ADRLB,Q3,2,Yes,Yes,DSL,Month-to-Month,Mailed Check,44.65,74.9
8993-PHFWD,Q3,3,No,Yes,DSL,Month-to-Month,Bank Withdrawal,25.25,58.9
1565-RHDJD,Q3,4,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,84.05,333.55
3765-JXVKY,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,74.7,74.7
7330-WZLNC,Q3,5,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,90.8,455.5
6635-MYYYZ,Q3,30,Yes,Yes,Cable,One Year,Bank Withdrawal,85.35,2530.4
5378-IKEEG,Q3,1,No,Yes,Cable,Month-to-Month,Bank Withdrawal,35.75,35.75
6413-XKKPU,Q3,17,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,89.4,1539.45
1449-XQEMT,Q3,3,Yes,No,No Internet,Month-to-Month,Mailed Check,19.8,58.15
2626-URJFX,Q3,4,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,50.9,225.6
2612-RRIDN,Q3,4,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,81.0,340.85
4735-ASGMA,Q3,26,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,98.35,2515.3
3669-LVWZB,Q3,5,No,Yes,DSL,Month-to-Month,Mailed Check,51.0,305.95
6892-EZDTG,Q3,4,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,91.65,365.4
9725-SCPZG,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,90.85,90.85
5884-GCYMI,Q3,1,Yes,Yes,Fiber Optic,Month-to-Month,Mailed Check,69.4,69.4
7853-GVUDZ,Q3,1,Yes,No,No Internet,Month-to-Month,Credit Card,20.15,20.15
3943-KDREE,Q3,26,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,74.95,1834.95
9239-ZBZZV,Q3,6,No,Yes,DSL,Month-to-Month,Bank Withdrawal,47.95,305.1
4398-HSCJH,Q3,3,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,63.6,155.65
4430-UZIPO,Q3,3,No,Yes,DSL,Month-to-Month,Mailed Check,36.85,108.7
4855-SNKMY,Q3,1,Yes,Yes,DSL,Month-to-Month,Bank Withdrawal,44.1,44.1
8008-HAWED,Q3,14,No,Yes,Cable,Month-to-Month,Bank Withdrawal,50.75,712.75
1502-XFCVR,Q3,58,Yes,Yes,Fiber Optic,One Year,Bank Withdrawal,106.45,6145.85
9692-TUSXH,Q3,18,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,96.05,1740.7
7912-SYRQT,Q3,7,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,75.1,552.95
8292-TYSPY,Q3,19,Yes,Yes,Cable,Month-to-Month,Credit Card,55.0,1046.5
1867-BDVFH,Q3,11,Yes,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,74.35,834.2
2359-QWQUL,Q3,39,Yes,Yes,Fiber Optic,One Year,Credit Card,104.7,4134.85
9103-TCIHJ,Q3,15,Yes,Yes,DSL,Month-to-Month,Mailed Check,55.7,899.8
